PRODUCT_KEY,PRODUCT_NUMBER,EDP_CODE,DESCRIPTION,SUBTYPE_CODE,SUBTYPE_DESC,TYPE_CODE,TYPE_DESC,LINE_CODE,LINE_DESC,ACTIVE_FLAG,EFF_FM_DT,EFF_TO_DT
3015,1252423,414506M-1252422,ATO model 414506M (RICOH MP4000CSP),BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
3016,1252493,413336M-1252492,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3017,1252519,413334M-1252518,ATO model 413334M (NRG MPC3500AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3018,1255063,413336M-1255062,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3019,1255065,414506M-1255064,ATO model 414506M (RICOH MP4000CSP),BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
3020,1266396,414479M-1266395,ATO model  414479M (MP3350CSP),BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
3021,1266404,413336M-1266403,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3022,1266448,413336M-1266447,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3023,1266480,413652M-1266479,ATO model 413652M (MP161),BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
3024,1266502,413336M-1266501,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3025,1266526,413336M-1266525,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3026,1266728,413334M-1266727,ATO model 413334M (NRG MPC3500AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3027,1266766,413174M-1266765,ATO model 413174M (Ricoh MPC2500AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3028,1266925,D4522783,GUIDE FENCE BRACKET,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3029,1266926,G1291285,DOOR:FRONT:ASS'Y,4099,OTHER PART,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
3030,1266929,B1042641,SAFETY SWITCH PAWL,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3031,1266930,B1401375,DECAL:POWER SOURCE:OFF:DOM,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3032,1266931,B1882663,HOLDER:PAPER HOLDER:LEFT,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3033,1266933,B4723535,GEAR:Z45,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3034,1266934,B4723536,SPACER:SHAFT:SHIFT TRAY,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3035,1266937,D0191099,GUIDE PLATE:SCANNER:PACKING,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3036,1266943,G1783553,GEAR:DRIVE:TONER BOTTLE:Z14,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3037,1266946,G1784282,SHEET:STAY:1:FRAME:FRONT,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3038,1266952,G1786394,WIRE:STOPPER:LOWER:COVER,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3039,1266955,G1786875,ENCODER:SENSOR:INTERMEDIATE TRANSFE,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3040,1266956,RM1152130,LASER SCANNER ASSY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3041,1266959,40031057,GELD RETOUR SWITCH,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3042,1266962,B7932122,GUIDE:TRAILING EDGE,4099,OTHER PART,4111501,PART,140,COLOUR MFP,Y,29-05-2019,31-12-9999
3043,1267210,413336M-1267209,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3044,1268167,964877,243112K1 DX 4640PD,DD_H_A3,DIGITAL DUP A3 PRESS ROLLER DUPLEX,4111101,MACHINE,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
3045,1268178,411776,AFICIO 2045 KIT,1099,OTHER OPTION,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
3046,1270614,413178M-1270613,ATO model 413178M (Ricoh MPC3000AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
3047,1270618,413588M-1270617,ATO model 413588M (NRG MP 1600SP),BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
3048,1270620,406006M-1270619,ATO model 406006M (SP C220n),PC_02,PAGE PRINTER COLOUR 10-19 PPM,4111101,MACHINE,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
3049,1276310,D3923155,TORSION SPRING:KK34086,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3050,1276311,D3923156,TORSION SPRING:KK34087,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3051,1276313,D3923158,RADIAL BALL BEARING:R-1140ZZ:LL1172,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3052,1276316,D0143144,ADJUSTING PIN:DEVELOPMENT,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3053,1276320,D3914082,SPRING PLATE:CLICK:PF3091P161A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3054,1276327,D3914085,PAPER FEED ROLLER:PF3091P301A,4001,ELECTRIC PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3055,1276329,D3914087,REGISTRATION ROLLER:BIN:UPPER:PF309,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3056,1276331,D3926114,COVER:REAR:MB70183,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3057,1276333,D3926132,PARALLEL PIN:FF31560,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3058,1276334,D3927700,DECAL:LEVER:MC1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3059,1276335,65AAR77700,SEPARATION CORONA ASSY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3060,1276336,D3914111,SCREW:PF3091P352,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3061,1276338,D3927714,DECAL:CAUTION:SUPPLY,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3062,1276341,D3927717,DECAL:TURN:MC7,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3063,1276342,J0125513,POWER SUPPLY CORD:CHN,4099,OTHER PART,4111501,PART,310,GELJET PRINTER,Y,29-05-2019,31-12-9999
3064,1276345,D0251462,PCB:ATC2:LCDC:EU:ASS'Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3065,1276348,D0294316,COIL:IH:EU:SUB-ASS'Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3066,1276349,D0295172,INVERTOR:IH:AP2:EU/AA,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3067,1276350,D3914501,SPONGE:PF4165Q642A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3068,1276353,D3914504,COVER:FRONT:JOINT UNIT:PF4165Q681,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3069,1276354,D3927718,DECAL:BASE:MB11473,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3070,1276355,D3927719,DECAL:DESIGN SKETCH:LEAK BREAKER,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3071,1276357,D3928520,OPERATING INSTRUCTIONS:NA,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3072,1276359,2321002008,SEPARATOR,4006,NON RICOH,4111501,PART,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
3073,1276360,0456B002BA,DRUM BLACK IRC3380/2880,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3074,1276361,13QE42750KC,ENTRANCE DRIVE ROLLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3075,1276363,D0464467,GUIDE:EXIT:LOWER:594,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3076,1276364,D4425720,PCB:AP-C2C:EXP:SERVICE:ASS'Y,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3077,1276366,D3914506,COVER:REAR LOWER:PF4165Q683,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3078,1276367,D3914510,HOPPER:GLUE:PF4140R643,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3079,1276368,D3914511,GROUND PLATE:PF4165K811A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3080,1276371,D4341471,BRACKET:COUPLING:MAIN:ASS'Y,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3081,1276375,4S32155000,TENSION SPRING,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3082,1276376,4S36058000,COLLAR,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3083,1276379,D3914512,FLAT SCREW:PF4102P382,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3084,1276381,D3914521,PAN HEAD SCREW:M4:PF4102P382B,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3085,1276385,41304015000,K-PLT-GEAR-AT,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3086,1276386,41304016000,K-SHAFT-DRUM-AT,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3087,1276390,FF61178020,PLATE, CENTER ROLLER,4111501, FRONT,120,4006,NON RICOH,Y,29-05-2019,31-12-9999
3088,1276392,FG33106000,PAPER SENSOR PCB ASSEMBLY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3089,1276394,D3921194,CUSHION:MB10615,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3090,1276398,41305108000,PLT-HR-DRV,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3091,1276399,41306088000,CPG-DRUM-AT5,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3092,1276401,6AG00002005,T-FC31 EMN MAGENTA TONER 211/3,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3093,1276404,D3921209,PROTECTION:SYNCHRONOUS BELT:MB10640,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3094,1276406,D3921211,BRACKET:SENSOR:MB10642,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3095,1276409,D0192846,LINK:DAMPER:ASS'Y,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3096,1276410,6AG00002006,T-FC31 EYN YELLOW TONER 211/31,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3097,1276413,FM26042000,CABLE MODEM,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3098,1276414,FM31214000,DEVELOPING ASSEMBLY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3099,1276431,D3921198,BRACKET:SENSOR:MB10625,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3100,1276432,D3921201,STAY:TRAY:FRAME:MB10632,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3101,1276435,D3921197,STAY:TRAY:LOWER:MB10623,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3102,1276437,D0464468,GUIDE:PLATE:REAR,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3103,1276439,D3337684,OPERATION PANEL:NA-B:ASS'Y,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3104,1276446,G1783747,GEAR:APPLY:BRUSH:APPLY,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3105,1276449,D3921214,SLIDE RAIL:C201-6947:MB10647,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3106,1276453,D4435720,PCB:AP-C2D:EXP:SERVICE:ASS'Y,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3107,1276456,B2003254,COVER:LOWER:HOLDER:TEC:Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
3108,1276458,G1785089,COVER:DECURA:ASS'Y,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3109,1276464,D3921188,SYNCHRONOUS BELT:S2M:MB10604,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3110,1276465,FC83770000,LEVER, LOCK,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
3111,1276467,B2473869,FRAME:TRANSFER BELT,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3112,1276468,B2474617,DISCHARGE BRUSH:DUPLEX,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3113,1276472,G1788356,TRAY:SLIDE,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3114,1276473,D3921204,BRACKET:TRAY:MB10635,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3115,1276475,D3921206,TRAY:AUXILIARY:MB10636,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3116,1276476,D3921207,TRAY:AUXILIARY:MB10638,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3117,1276479,G1783745,GEAR:IDLER:Z27:APPLY,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3118,1276485,J0130531,PCB:MAIN-CTL:TOS-C1B:EU:ASS'Y,4099,OTHER PART,4111501,PART,310,GELJET PRINTER,Y,29-05-2019,31-12-9999
3119,1276487,D3915253,DC SOLENOID:PF2252P930,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3120,1276489,D3915256,DC SOLENOID:PF4109K542,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3121,1276491,G1785101,GUIDE PLATE:ASS'Y,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3122,1276493,G1785104,SHEET:GUIDE PLATE:LOWER,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3123,1276494,G1787372,ARM:SHIFT:TAKE SHEJTER,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3124,1276497,J0132332,DECAL:SET:ORIGINAL:CHN,4099,OTHER PART,4111501,PART,310,GELJET PRINTER,Y,29-05-2019,31-12-9999
3125,1276498,MU220048700,PULLEY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3126,1276500,D3921189,GUIDE PLATE:EXIT:MB10605,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3127,1276501,D3921190,STAY:GUIDE PLATE:MB10606,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3128,1276505,G1787834,TENSION SPRING:TRANSFER:10N,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
3129,1276506,J0122331,DECAL:CAUTION:COPY:C1ACHN,4099,OTHER PART,4111501,PART,310,GELJET PRINTER,Y,29-05-2019,31-12-9999
3130,1276507,J0132331,DECAL:CAUTION:COPY:C1BCHN,4099,OTHER PART,4111501,PART,310,GELJET PRINTER,Y,29-05-2019,31-12-9999
3131,1276509,D3925169,GROUND WIRE:MB11934,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3132,1276514,4A33071030,PLATE,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3133,1276516,D3927702,DECAL:LEVER:MC3,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3134,1276522,D3925174,POWER SUPPLY CORD:NA:MB11476,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3135,1276523,D3925175,POWER SUPPLY CORD:EU:MB11477,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3136,1276524,D3925176,HARNESS:INTERFACE:MB70162,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3137,1276525,D3927705,DECAL:LEVER:MC6,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3138,1276527,D3927707,DECAL:LEVER:MC8,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3139,1276529,56P3820,DOCUMENT OUTPUT TRAY,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
3140,1276531,56P9599,PRINTHEAD LED,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
3141,1276532,56P9790,ROLLER PAPER CARRYING,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
3142,1276534,D3925560,BASE:SUB:MB70242:ASS'Y,4001,ELECTRIC PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3143,1276535,D3926111,COVER:EXIT:MB11431,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3144,1276536,D3926112,COVER:FRONT LEFT:MB70181,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3145,1276538,D3927709,DECAL:TONER HOPPER:PUNCH,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3146,1276541,D3927713,DECAL:CAUTION:SUPPLY:LEVER,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3147,1276542,56P9791,SPRING PAPER CARRYING,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
3148,1276545,D3921229,GEAR:MB10687,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3149,1276546,D3921230,GEAR:MB10688,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3150,1276549,D3921250,ROLLER:IDLER:MB10783,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3151,1276550,D3921251,HOOK:TENSION SPRING:MB10785,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3152,1276552,D3921253,BRACKET:MOTOR:MB10789,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3153,1276554,D3911398,COIL SPRING:STOPPER:PF4140Q586A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3154,1276558,D3921255,SYNCHRONOUS BELT:S2M:MB10792,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3155,1276561,D3911404,COIL SPRING:DRAWER:PF4140Q811A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3156,1276570,D3911409,COIL SPRING:STOPPER:PF4140Q845A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3157,1276575,D3921264,BRACKET:DRAWER:PUNCH:MB10830,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3158,1276576,D3921265,SCREW:DRAWER:MB10831,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3159,1276577,D3911414,RECEIVE PLATE:EDGE:PF4164K206A:ASS',4000,CONSUMABLE PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3160,1276582,D3911338,MIRROR:REGISTRATION:SIDE:PF4140P680,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3161,1276585,D3914001,COVER:TRAY:UPPER:PF3099P016,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3162,1276590,D3911342,LINK:PF4140P773A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3163,1276592,D3911344,MIRROR:PF4140P791A2,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3164,1276594,D3914014,SYNCHRONOUS BELT:NS-BLT00344A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3165,1276595,D3914015,SYNCHRONOUS BELT:NS-BLT00381A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3166,1276598,D3911350,ROLLER:PF4140P958A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3167,1276600,D3911355,RADIAL BALL BEARING:SLIDE:PF4140P98,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3168,1276602,D3911357,COMPRESSION SPRING:PF4140Q022A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3169,1276605,D3911360,TORSION SPRING:PF4140Q086A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3170,1276607,D3911362,TORSION SPRING:PF4140Q096B1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3171,1276609,D3911364,COIL SPRING:RECEIVE PLATE:CUTTER:PF,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3172,1276610,D3911365,COIL SPRING:MAINTAIN CASE:PRESS:PF4,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3173,1276614,D3911369,TENSION SPRING:PF4140Q215A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3174,1276617,D3911372,COIL SPRING:GRIP:PF4140Q254A1,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3175,1276618,D3911373,TENSION SPRING:PF4140Q269A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3176,1276620,D3911377,SCREW:M3:PF4140Q403B,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3177,1276623,D3911381,ROLLER:PF4140Q423A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3178,1276632,D3911382,RADIAL BALL BEARING:PF4140Q424A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3179,1276633,D3911383,RADIAL BALL BEARING:PF4140Q425A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3180,1276635,D3911385,DISCHARGE BRUSH:GUIDE:UPPER:PF4140Q,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3181,1276639,D3921223,GEAR:MB10666,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3182,1276644,D3921242,GUIDE PLATE:TRANSPORT:C:MB10731,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3183,1276646,D3911387,TENSION SPRING:PF4140Q437A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3184,1276649,D3921225,BRACKET:SENSOR:MB10670,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3185,1276650,D3921226,SPRING PLATE:MB10677,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3186,1276653,D3921243,DISCHARGE BRUSH:L300:MB10732,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3187,1276655,D3921245,GUIDE PLATE:PUNCH:REAR:MB10738,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3188,1276658,D3911390,SCREW:M3:PF4140Q449A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3189,1276659,D3911392,RADIAL BALL BEARING:15X32:PF4140Q45,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3190,1276660,D3911393,SCREW:PF4140Q464A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
3191,1276661,D3911395,SCREW SHAFT:PF4140Q483A,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
